run_id,seed,representation,ansatz,depth,K,init_state,test_accuracy,runtime_sec
372,42,flatten,random_indep,7,32,random_indep,0.9053999781608582,6518.81
373,42,flatten,random_indep,9,32,random_indep,0.9075999855995178,6369.02
374,42,flatten,random_indep,15,32,random_indep,0.914900004863739,7698.55
375,42,flatten,random_indep,21,32,random_indep,0.913100004196167,8567.54
376,42,pauli,be,1,2,zero,0.37229999899864197,326.26
377,42,pauli,be,3,2,zero,0.3919000029563904,403.19
378,42,pauli,be,5,2,zero,0.36980000138282776,438.39
379,42,pauli,be,7,2,zero,0.3666999936103821,454.08
380,42,pauli,be,9,2,zero,0.38269999623298645,475.29
381,42,pauli,be,15,2,zero,0.3833000063896179,531.02
382,42,pauli,be,21,2,zero,0.37700000405311584,584.53
383,42,pauli,be,1,2,random_fixed,0.296999990940094,402.63
384,42,pauli,be,3,2,random_fixed,0.4174000024795532,391.87
385,42,pauli,be,5,2,random_fixed,0.3684000074863434,443.6
386,42,pauli,be,7,2,random_fixed,0.33250001072883606,437.98
387,42,pauli,be,9,2,random_fixed,0.3497999906539917,474.54
388,42,pauli,be,15,2,random_fixed,0.358599990606308,524.74
389,42,pauli,be,21,2,random_fixed,0.36090001463890076,583.77
390,42,pauli,be,1,2,random_indep,0.2833999991416931,398.68
391,42,pauli,be,3,2,random_indep,0.3077999949455261,415.39
392,42,pauli,be,5,2,random_indep,0.3596000075340271,407.05
393,42,pauli,be,7,2,random_indep,0.3995000123977661,457.57
394,42,pauli,be,9,2,random_indep,0.35839998722076416,474.66
395,42,pauli,be,15,2,random_indep,0.42890000343322754,543.8
396,42,pauli,be,21,2,random_indep,0.36640000343322754,588.52
397,42,pauli,be,1,4,zero,0.5638999938964844,693.62
398,42,pauli,be,3,4,zero,0.59170001745224,716.58
399,42,pauli,be,5,4,zero,0.6378999948501587,801.06
400,42,pauli,be,7,4,zero,0.6680999994277954,850.42
401,42,pauli,be,9,4,zero,0.6467999815940857,712.25
402,42,pauli,be,15,4,zero,0.6122000217437744,1011.74
403,42,pauli,be,21,4,zero,0.5992000102996826,1063.51
404,42,pauli,be,1,4,random_fixed,0.3691999912261963,751.01
405,42,pauli,be,3,4,random_fixed,0.5526000261306763,787.8
406,42,pauli,be,5,4,random_fixed,0.5916000008583069,818.86
407,42,pauli,be,7,4,random_fixed,0.5444999933242798,856.76
408,42,pauli,be,9,4,random_fixed,0.570900022983551,893.39
409,42,pauli,be,15,4,random_fixed,0.618399977684021,997.39
410,42,pauli,be,21,4,random_fixed,0.5400999784469604,1115.04
411,42,pauli,be,1,4,random_indep,0.5364999771118164,752.58
412,42,pauli,be,3,4,random_indep,0.570900022983551,795.29
413,42,pauli,be,5,4,random_indep,0.5406000018119812,837.01
414,42,pauli,be,7,4,random_indep,0.5335000157356262,849.05
415,42,pauli,be,9,4,random_indep,0.5965999960899353,883.93
416,42,pauli,be,15,4,random_indep,0.5734000205993652,1036.46
417,42,pauli,be,21,4,random_indep,0.6062999963760376,1137.16
418,42,pauli,be,1,8,zero,0.6620000004768372,1486.86
